Title Number,Question Number,Title,Question,Choice1,Choice2,Choice3,Choice4,Answer,Image Filename
27,25,Antennas,Insulators are used at the end of suspended antenna wires to:,increase the effective antenna length,limit the electrical length of the antenna,make the antenna look more attractive,prevent any loss of radio waves by the antenna,1,
27,26,Antennas,"To lower the resonant frequency of an antenna, the operator should:",lengthen the antenna,centre feed the antenna with TV ribbon,shorten the antenna,ground one end,0,
27,27,Antennas,A half-wave antenna is often called a:,bi-polar,Yagi,dipole,beam,2,
27,28,Antennas,The resonant frequency of a dipole antenna is mainly determined by:,its height above the ground,its length,the output power of the transmitter used,the length of the transmission line,1,
27,29,Antennas,A transmitting antenna for 28 MHz for mounting on the roof of a car could be a:,vertical long wire,quarter wave vertical,horizontal dipole,full wave centre fed horizontal,1,
27,30,Antennas,A vertical antenna which uses a flat conductive surface at its base is the:,vertical dipole,quarter wave ground plane,rhombic,long wire,1,
27,31,Antennas,The main characteristic of a vertical antenna is that it:,requires few insulators,is very sensitive to signals coming from horizontal aerials,receives signals from all points around it equally well,is easy to feed with TV ribbon feeder,2,
27,32,Antennas,At the ends of a half-wave dipole the:,voltage and current are both high,voltage is high and current is low,voltage and current are both low,voltage low and current is high,1,
27,33,Antennas,An antenna type commonly used on HF is the:,parabolic dish,cubical quad,13-element Yagi,helical Yagi,1,
27,34,Antennas,A Yagi antenna is said to have a power gain over a dipole antenna for the same frequency band because:,it radiates more power than a dipole,more powerful transmitters can use it,it concentrates the radiation in one direction,it can be used for more than one band,2,
27,35,Antennas,The maximum radiation from a three element Yagi antenna is:,in the direction of the reflector end of the boom,in the direction of the director end of the boom,at right angles to the boom,parallel to the line of the coaxial feeder,1,
27,36,Antennas,The reflector and director(s) in a Yagi antenna are called:,oscillators,tuning stubs,parasitic elements,matching units,2,
27,37,Antennas,An isotropic antenna is a:,half wave reference dipole,infinitely long piece of wire,dummy load,hypothetical point source,3,
27,38,Antennas,The main reason why many VHF base and mobile antennas in amateur use are 5/8 of a wavelength long is that:,it is easy to match the antenna to the transmitter,it is a convenient length on VHF,the angle of radiation is high giving excellent local coverage,most of the energy is radiated at a low angle,3,
27,39,Antennas,A more important consideration when selecting an antenna for working stations at great distances is:,sunspot activity,angle of radiation,impedance,bandwidth,1,
27,40,Antennas,"On VHF and UHF bands, polarisation of the receiving antenna is important in relation to the transmitting antenna, but on HF it is relatively unimportant because:",the ionosphere can change the polarisation of the signal from moment to moment,the ground wave and the sky wave continually shift the polarisation,anomalies in the earth's magnetic field profoundly affect HF polarisation,improved selectivity in HF receivers makes changes in polarisation redundant,0,
28,1,Propagation,A 'skip zone' is:,the distance between the antenna and where the refracted wave first returns to earth,the distance between the far end of the ground wave and where the refracted wave first returns to earth,the distance between any two refracted waves,a zone caused by lost sky waves,1,
28,2,Propagation,The medium which reflects high frequency radio waves back to the earth's surface is called the:,biosphere,stratosphere,ionosphere,troposphere,2,
28,3,Propagation,The highest frequency that will be reflected back to the earth at any given time is known as the:,UHF,MUF,OWF,LUF,1,
28,4,Propagation,All communications frequencies throughout the spectrum are affected in varying degrees by the:,atmospheric conditions,ionosphere,aurora borealis,sun,3,
28,5,Propagation,Solar cycles have an average length of:,1 year,3 years,6 years,11 years,3,
28,6,Propagation,The 'skywave' is another name for the:,ionospheric wave,tropospheric wave,ground wave,inverted wave,0,
28,7,Propagation,The polarisation of an electromagnetic wave is defined by the direction of:,the H field,propagation,the E field,the receiving antenna,2,
28,8,Propagation,That portion of HF radiation which is directly affected by the surface of the earth is called:,ionospheric wave,local field wave,ground wave,inverted wave,2,
28,9,Propagation,Radio wave energy on frequencies below 4 MHz during daylight hours is almost completely absorbed by this ionospheric layer:,C,D,E,F,1,
28,10,Propagation,"Because of high absorption levels at frequencies below 4 MHz during daylight hours, only high angle signals are normally reflected back by this layer:",C,D,E,F,2,
28,11,Propagation,Scattered patches of high ionisation developed seasonally at the height of one of the layers is called:,sporadic-E,patchy,random reflectors,trans-equatorial ionisation,0,
28,12,Propagation,"For long distance propagation, the radiation angle of energy from the antenna should be:",less than 30 degrees,more than 30 degrees but less than forty-five,more than 45 degrees but less than ninety,90 degrees,0,
28,13,Propagation,The path radio waves normally follow from a transmitting antenna to a receiving antenna at VHF and higher frequencies is a:,circular path going north or south from the transmitter,great circle path,straight line,bent path via the ionosphere,2,
28,14,Propagation,A radio wave may follow two or more different paths during propagation and produce slowly-changing phase differences between signals at the receiver resulting in a phenomenon called:,absorption,baffling,fading,skip,2,
28,15,Propagation,The distance from the far end of the ground wave to the nearest point where the sky wave returns to the earth is called the:,skip distance,radiation distance,skip angle,skip zone,3,
28,16,Propagation,High Frequency long-distance propagation is most dependent on:,ionospheric reflection,tropospheric reflection,ground reflection,inverted reflection,0,
28,17,Propagation,The layer of the ionosphere mainly responsible for long distance communication is:,C,D,E,F,3,
28,18,Propagation,The ionisation level of the ionosphere reaches its minimum:,just after sunset,just before sunrise,at noon,at midnight,1,
28,19,Propagation,One of the ionospheric layers splits into two parts during the day called:,A & B,D1 & D2,E1 & E2,F1 & F2,3,
28,20,Propagation,Signal fadeouts resulting from an 'ionospheric storm' or 'sudden ionospheric disturbance' are usually attributed to:,heating of the ionised layers,over-use of the signal path,insufficient transmitted power,solar flare activity,3,
28,21,Propagation,The 80 metre band is useful for working:,in the summer at midday during high sunspot activity,long distance during daylight hours when absorption is not significant,all points on the earth's surface,up to several thousand kilometres in darkness but atmospheric and man-made noises tend to be high,3,
28,22,Propagation,The skip distance of radio signals is determined by the:,type of transmitting antenna used,power fed to the final amplifier of the transmitter,only the angle of radiation from the antenna,both the height of the ionosphere and the angle of radiation from the antenna,3,
28,23,Propagation,Three recognised layers of the ionosphere that affect radio propagation are:,"A, E, F","B, D, E","C, E, F","D, E, F",3,
28,24,Propagation,Propagation on 80 metres during the summer daylight hours is limited to relatively short distances because of,high absorption in the D layer,the disappearance of the E layer,poor refraction by the F layer,pollution in the T layer,0,
28,25,Propagation,The distance from the transmitter to the nearest point where the sky wave returns to the earth is called the:,angle of radiation,maximum usable frequency,skip distance,skip zone,2,
28,26,Propagation,A variation in received signal strength caused by slowly changing differences in path lengths is called:,absorption,fading,fluctuation,path loss,1,
28,27,Propagation,VHF and UHF bands are frequently used for satellite communication because:,waves at these frequencies travel to and from the satellite relatively unaffected by the ionosphere,the Doppler frequency change caused by satellite motion is much less than at HF,satellites move too fast for HF waves to follow,the Doppler effect would cause HF waves to be shifted into the VHF and UHF bands.,0,
28,28,Propagation,The 'critical frequency' is defined as the:,highest frequency to which your transmitter can be tuned,lowest frequency which is reflected back to earth at vertical incidence,minimum usable frequency,highest frequency which will be reflected back to earth at vertical incidence,3,
28,29,Propagation,The speed of a radio wave:,varies indirectly to the frequency,is the same as the speed of light,is infinite in space,is always less than half the speed of light,1,
28,30,Propagation,The MUF for a given radio path is the:,mean of the maximum and minimum usable frequencies,maximum usable frequency,minimum usable frequency,mandatory usable frequency,1,
28,31,Propagation,The position of the E layer in the ionosphere is:,above the F layer,below the F layer,below the D layer,sporadic,1,
28,32,Propagation,A distant amplitude-modulated station is heard quite loudly but the modulation is at times severely distorted. A similar local station is not affected. The probable cause of this is:,transmitter malfunction,selective fading,a sudden ionospheric disturbance,front end overload,1,
28,33,Propagation,Skip distance is a term associated with signals through the ionosphere. Skip effects are due to:,reflection and refraction from the ionosphere,selective fading of local signals,high gain antennas being used,local cloud cover,0,
28,34,Propagation,The type of atmospheric layers which will best return signals to earth are:,oxidised layers,heavy cloud layers,ionised layers,sun spot layers,2,
28,35,Propagation,The ionosphere:,is a magnetised belt around the earth,consists of magnetised particles around the earth,is formed from layers of ionised gases around the earth,is a spherical belt of solar radiation around the earth,2,
28,36,Propagation,The skip distance of a sky wave will be greatest when the:,ionosphere is most densely ionised,signal given out is strongest,angle of radiation is smallest,polarisation is vertical,2,
28,37,Propagation,"If the height of the reflecting layer of the ionosphere increases, the skip distance of a high frequency transmission:",stays the same,decreases,varies regularly,becomes greater,3,
28,38,Propagation,"If the frequency of a transmitted signal is so high that we no longer receive a reflection from the ionosphere, the signal frequency is above the:",speed of light,sun spot frequency,skip distance,maximum usable frequency,3,
28,39,Propagation,A 'line of sight' transmission between two stations uses mainly the:,ionosphere,troposphere,sky wave,ground wave,3,
28,40,Propagation,The distance travelled by ground waves in air:,is the same for all frequencies,is less at higher frequencies,is more at higher frequencies,depends on the maximum usable frequency,1,
28,41,Propagation,The radio wave from the transmitter to the ionosphere and back to earth is correctly known as the:,sky wave,skip wave,surface wave,F layer,0,
28,42,Propagation,Reception of high frequency radio waves beyond 4000 km normally occurs by the:,ground wave,skip wave,surface wave,sky wave,3,
28,43,Propagation,A 28 MHz radio signal is more likely to be heard over great distances:,if the transmitter power is reduced,during daylight hours,only during the night,at full moon,1,
28,44,Propagation,The number of high frequency bands open to long distance communication at any time depends on:,the highest frequency at which ionospheric reflection can occur,the number of frequencies the receiver can tune,the power being radiated by the transmitting station,the height of the transmitting antenna,0,
28,45,Propagation,Regular changes in the ionosphere occur approximately every 11:,days,months,years,centuries,2,
28,46,Propagation,"When a HF transmitted radio signal reaches a receiver, small changes in the ionosphere can cause:",consistently stronger signals,a change in the ground wave signal,variations in signal strength,consistently weaker signals,2,
28,47,Propagation,The usual effect of ionospheric storms is to:,increase the maximum usable frequency,cause a fade-out of sky-wave signals,produce extreme weather changes,prevent communications by ground wave,1,
28,48,Propagation,Changes in received signal strength when sky wave propagation is used are called:,ground wave losses,modulation losses,fading,sunspots,2,
28,49,Propagation,"Although high frequency signals may be received from a distant station by a sky wave at a certain time, it may not be possible to hear them an hour later. This may be due to:",changes in the ionosphere,shading of the earth by clouds,changes in atmospheric temperature,absorption of the ground wave signal,0,
28,50,Propagation,VHF or UHF signals transmitted towards a tall building are often received at a more distant point in another direction because:,these waves are easily bent by the ionosphere,these waves are easily reflected by objects in their path,you can never tell in which direction a wave is travelling,tall buildings have elevators,1,
29,1,Interference and Filtering,Electromagnetic compatibility is:,two antennas facing each other,the ability of equipment to function satisfactorily in its own environment without introducing intolerable electromagnetic disturbances,more than one relay solenoid operating simultaneously,the inability of equipment to function satisfactorily together and produce tolerable electromagnetic disturbances,1,
29,2,Interference and Filtering,"On an amateur receiver, unwanted signals are found at every 15.625 kHz. This is probably due to:",a low-frequency government station,a remote radar station,radiation from a nearby TV line oscillator,none of these,2,
29,3,Interference and Filtering,Narrow-band interference can be caused by:,transmitter harmonics,a neon sign,a shaver motor,lightning flashes,0,
29,4,Interference and Filtering,Which of the following is most likely to cause broad-band continuous interference:,an electric blanket switch,a refrigerator thermostat,a microwave transmitter,poor commutation in an electric motor,3,
29,5,Interference and Filtering,"If broadband noise interference varies when it rains, the most likely cause could be from:",underground power cables,outside overhead power lines,car ignitions,your antenna connection,1,
29,6,Interference and Filtering,Before explaining to a neighbour that the reported interference is due to a lack of immunity in the neighbour's electronic equipment:,disconnect all your equipment from their power sources,write a letter to the MBIE,make sure that there is no interference on your own domestic equipment,ignore all complaints and take no action,2,
29,7,Interference and Filtering,A neighbour's stereo system is suffering RF break-through. One possible cure is to:,put a ferrite bead on the transmitter output lead,put a capacitor across the transmitter output,use open-wire feeders to the antenna,use screened wire for the loudspeaker leads,3,
29,8,Interference and Filtering,"When living in a densely-populated area, it is wise to:",always use maximum transmitter output power,use the minimum transmitter output power necessary,only transmit during popular television programme times,point the beam at the maximum number of television antennas,1,
29,9,Interference and Filtering,When someone in the neighbourhood complains of TVI it is wise to:,deny all responsibility,immediately blame the other equipment,inform all the other neighbours,check your log to see if it coincides with your transmissions,3,
29,10,Interference and Filtering,Cross-modulation is usually caused by:,rectification of strong signals in overloaded stages,key-clicks generated at the transmitter,improper filtering in the transmitter,lack of receiver sensitivity and selectivity,0,
29,11,Interference and Filtering,"When the signal from a transmitter overloads the audio stages of a broadcast receiver, the transmitted signal:",can be heard irrespective of where the receiver is tuned,appears only when a broadcast station is received,is distorted on voice peaks,appears on only one frequency,0,
29,12,Interference and Filtering,Cross-modulation of a broadcast receiver by a nearby transmitter would be noticed in the receiver as:,a lack of signals being received,the undesired signal in the background of the desired signal,interference only when a broadcast signal is received,distortion on transmitted voice peaks,1,
29,13,Interference and Filtering,Unwanted signals from a radio transmitter which cause harmful interference to other users are known as:,rectified signals,re-radiation signals,reflected signals,harmonic and other spurious signals,3,
29,14,Interference and Filtering,"To reduce harmonic output from a transmitter, the following could be put in the transmission line as close to the transmitter as possible:",wave trap,low-pass filter,high-pass filter,band reject filter,1,
29,15,Interference and Filtering,"To reduce energy from an HF transmitter getting into a television receiver, the following could be placed in the TV antenna lead as close to the TV as possible:",active filter,low-pass filter,high-pass filter,band reject filter,2,
29,16,Interference and Filtering,A low-pass filter used to eliminate the radiation of unwanted signals is connected to the:,output of the balanced modulator,output of the amateur transmitter,input of the stereo system,input of the mixer stage of your SSB transmitter,1,
29,17,Interference and Filtering,A band-pass filter will:,pass frequencies each side of a band,attenuate low frequencies but not high frequencies,attenuate frequencies each side of a band,attenuate high frequencies but not low frequencies,2,
29,18,Interference and Filtering,A band-stop filter will:,pass frequencies each side of a band,stop frequencies each side of a band,only allow one spot frequency through,pass frequencies below 100 MHz,0,
29,19,Interference and Filtering,A low-pass filter for a high frequency transmitter output would:,attenuate frequencies above 30 MHz,pass audio frequencies below 3 kHz,attenuate frequencies below 30 MHz,pass audio frequencies above 3 kHz,0,
29,20,Interference and Filtering,Installing a low-pass filter between the transmitter and transmission line will:,permit higher frequency signals to pass to the antenna,ensure an SWR not exceeding 2:1,reduce the power output back to the legal maximum,permit lower frequency signals to pass to the antenna,3,
29,21,Interference and Filtering,A low-pass filter may be used in an amateur radio installation:,to attenuate signals lower in frequency than the transmission,to attenuate signals higher in frequency than the transmission,to boost the output power of the lower frequency transmissions,to boost the power of higher frequency transmissions,1,
29,22,Interference and Filtering,Television interference caused by harmonics radiated from an amateur transmitter could be eliminated by fitting:,a low-pass filter in the TV receiver antenna input,a high-pass filter in the transmitter output,a low-pass filter in the transmitter output,a band-pass filter to the speech amplifier,2,
29,23,Interference and Filtering,A high-pass filter can be used to:,prevent interference to a telephone,prevent overmodulation in a transmitter,prevent interference to a TV receiver,pass a band of speech frequencies in a modulator,2,
29,24,Interference and Filtering,A high-pass RF filter would normally be fitted:,between transmitter output and feedline,at the antenna terminals of a TV receiver,at the Morse key or keying relay in a transmitter,between microphone and speech amplifier,1,
29,25,Interference and Filtering,A high-pass filter attenuates:,a band of frequencies in the VHF region,all except a band of VHF frequencies,high frequencies but not low frequencies,low frequencies but not high frequencies,3,
29,26,Interference and Filtering,An operational amplifier connected as a filter always utilises:,positive feedback to reduce oscillation,negative feedback,random feedback,inductors and resistor circuits only,1,
29,27,Interference and Filtering,The voltage gain of an operational amplifier at low frequencies is:,very high but purposely reduced using circuit components,very low but purposely increased using circuit components,less than one,undefined,0,
29,28,Interference and Filtering,The input impedance of an operational amplifier is generally:,very high,very low,capacitive,inductive,0,
29,29,Interference and Filtering,An active audio low-pass filter could be constructed using:,zener diodes and resistors,electrolytic capacitors and resistors,"an operational amplifier, resistors and capacitors",a transformer and capacitors,2,
29,30,Interference and Filtering,A filter used to attenuate a very narrow band of frequencies centred on 3.6 MHz would be called:,a band-pass filter,a high-pass filter,a low-pass filter,a notch filter,3,
30,1,Digital Systems,"In the block diagram shown, the block designated ""modem"" is a:",modulator/demodulator,modulation emphasis unit,Morse demodulator,MOSFET de-emphasis unit,0,DIGISTA.gif
30,2,Digital Systems,"In the block diagram shown, the ""modem"":",monitors the demodulated signals,de-emphasises the modulated data,translates digital signals to and from audio signals,determines the modulation protocol,2,DIGISTA.gif
30,3,Digital Systems,The following can be adapted for use as a modem:,an electronic keyer,a spare transceiver,a spare receiver,a computer sound-card,3,
30,4,Digital Systems,The following are three digital communication modes:,"DSBSC, PACTOR, NBFM","AGC, FSK, Clover","PSK31, AFC, PSSN","AMTOR, PACTOR, PSK31",3,
30,5,Digital Systems,"In digital communications, FSK stands for:",phase selection keying,final section keying,frequency shift keying,final signal keying,2,
30,6,Digital Systems,"In digital communications, BPSK stands for:",binary phase shift keying,baseband polarity shift keying,band pass selective keying,burst pulse signal keying,0,
30,7,Digital Systems,"When your HF digital transmission is received with errors due to multi-path conditions, you should:",increase transmitter power,reduce transmitted baud rate,reduce transmitter power,change frequency slightly,1,
30,8,Digital Systems,The letters BBS stand for:,binary baud system,bulletin board system,basic binary selector,broadcast band stopper,1,
30,9,Digital Systems,APRS is an adaptation of packet radio.  APRS stands for,Automatic Packet Reporting System,Amateur Position Reporting System,Automatic Packet Relay System,Amateur Position Relay System,0,
30,10,Digital Systems,The following communication mode is generally used for connecting to a VHF packet radio bulletin board:,SSB,AM,FM,DSB,2,
